,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,48.98980131149292,0.17228527069091798,0.8631788603052971,0.8810797136660021,0.1,{'C': 0.1},10,0.8610007791862255,0.8804812110096973,0.8625375346839484,0.8815745711977954,0.8657683682390057,0.8801681949921604,0.8621738221487352,0.8825443885380884,0.8644138665044854,0.8806302025922688,2.084754129551733,0.025061267680968967,0.0016968412825175176,0.0008696307705536157
1,47.76298661231995,0.17028636932373048,0.8672345374931582,0.8893516617789132,0.2,{'C': 0.2},9,0.8659989737547273,0.890107331721061,0.8649321524953438,0.887898512852188,0.8699114371507849,0.888734736542025,0.8673242488169223,0.891201163105606,0.8680059297552075,0.8888165646736859,2.1281140984721367,0.04420428032206789,0.0017086016244814621,0.0011636373732464224
2,46.10948495864868,0.23242788314819335,0.8681999939183848,0.8925986765594234,0.3,{'C': 0.3},8,0.8666261236435508,0.8944120036679987,0.8670607016610286,0.8928065757590156,0.8701585008932304,0.8904974580700338,0.868046448866336,0.8934199961039763,0.8691082560437889,0.8918573491960926,1.9945642396508851,0.06231843629716145,0.0013007228615070725,0.0013394497731475657
3,49.63118081092834,0.26150970458984374,0.869496138174299,0.8948384169786155,0.4,{'C': 0.4},1,0.8671582508219464,0.8956188322270738,0.8682009958569311,0.894103672732456,0.8712037705728077,0.8924929918753266,0.8697569226675789,0.8964417900803436,0.8711608636156303,0.8955347979778783,1.2919088797681013,0.10896670593773354,0.0016061465655422414,0.0013932456913199563
4,49.66707210540771,0.2143394947052002,0.8688081554460865,0.8949514976113392,0.5,{'C': 0.5},3,0.8658469374180429,0.8947588480963943,0.8682200007601961,0.8957096023186202,0.8718689421870842,0.8934337435263933,0.8686736225934584,0.8954630329118975,0.8694313516800973,0.8953922612033904,4.590394325206609,0.07558242901853236,0.001943703753015824,0.0008211400554077725
5,45.96009845733643,0.25655927658081057,0.8693022866873441,0.8956765415154496,0.6,{'C': 0.6},2,0.8673102871586309,0.8955475628239788,0.8690942263103881,0.8960706989119589,0.8729332167699266,0.8946073074547441,0.8684455594199594,0.8972304973131691,0.868728143530485,0.8949266410733969,4.444719597748561,0.061982308008580136,0.0019109586190875036,0.0009265404823218347
6,50.04613556861877,0.27965636253356935,0.8687473392933163,0.8957326090186195,0.7,{'C': 0.7},4,0.8667401508960642,0.8972295207370207,0.8680869664373408,0.8951537036157172,0.8731422707058422,0.8952724853898418,0.8675523119904214,0.8958858940186534,0.8682149916375247,0.8951214413318637,5.235206411371357,0.04673565030385876,0.0022579652972147283,0.0007980742001249735
7,45.776494932174685,0.20398240089416503,0.8686295079973241,0.8950370255453878,0.8,{'C': 0.8},6,0.866873182690663,0.8964360547158964,0.8675358242426546,0.8937568299520121,0.872610133414421,0.8958901506152895,0.8685405857422506,0.8956008191152225,0.8675878059905732,0.8935012733285188,4.128461178388599,0.04507463822822231,0.002060069427206382,0.001183250085411556
8,46.5487781047821,0.19514055252075196,0.868599099920939,0.8961668701778113,0.9,{'C': 0.9},7,0.8650867557346206,0.896312521083865,0.8673647801132692,0.8943364850097401,0.8728762020601315,0.8967976433696013,0.8685405857422506,0.8962945013802377,0.8691272616694542,0.8970932000456118,2.2304830441136523,0.06985840544731411,0.0025470201762096347,0.0009637194215353865
9,46.31747426986694,0.1543290138244629,0.8686865231405462,0.8961364642694857,1,{'C': 1},5,0.8670062144852619,0.8975716138718767,0.8677828879851002,0.8953580082672115,0.8714128245087233,0.8950539269254526,0.8683505330976681,0.8959999239800257,0.8688801885358066,0.8966988483028622,2.090875638532391,0.030344919243014256,0.0014982151929745302,0.0009135047106160538
